"Date-Location","MinTemp","MaxTemp","Rainfall","WindGustDir","WindGustSpeed","WindDir9am","WindDir3pm","WindSpeed9am","WindSpeed3pm","Humidity9am","Humidity3pm","Pressure9am","Pressure3pm","Temp9am","Temp3pm","RainToday","RainTomorrow","RainTomorrow"
"2009-11-30-Mildura",12.8,25.2,0.4,16,50,16,11,20,19,71,36,1014.4,1012.8,15.5,23.3,0,1,0
"2009-12-01-Mildura",12.4,27.2,0.6,9,33,8,9,20,17,49,20,1019.1,1017.2,17.6,25.8,0,1,0
"2009-12-02-Mildura",11.9,30.8,0,4,28,6,6,13,7,35,14,1020.3,1017.1,22.2,28.8,0,1,0
"2009-12-03-Mildura",16.4,34.6,0,2,57,3,13,24,35,14,22,1016.2,1013.7,25.7,31.5,0,1,0
"2009-12-04-Mildura",11.3,26.9,0,16,30,8,6,19,11,50,15,1021.2,1018,15.3,25,0,1,0
"2009-12-05-Mildura",12,27.1,0,16,35,11,16,19,17,56,27,1020,1017.4,16.1,24.8,0,1,0
"2009-12-06-Mildura",14.1,30.9,0,12,28,10,8,9,9,55,22,1017.8,1013.8,18.7,28.2,0,1,0
"2009-12-07-Mildura",15,32.1,0,13,31,8,14,11,19,51,18,1013.9,1011.4,20.9,31.1,0,1,0
"2009-12-08-Mildura",18.3,21.9,0,11,54,10,14,22,17,67,74,1009.6,1009.9,18.3,18.6,0,0,1
"2009-12-09-Mildura",8.8,24.6,8.4,12,28,11,1,13,9,61,31,1013,1010.8,14.7,21.4,1,1,0
"2009-12-10-Mildura",14.6,24.2,0,13,65,16,12,13,30,58,36,1010.6,1009.7,18,23.1,0,1,0
"2009-12-11-Mildura",9.2,24.2,1,16,39,14,16,13,20,60,26,1021.5,1020.1,15.2,22,0,1,0
"2009-12-12-Mildura",11.2,26.9,0,16,41,16,13,19,19,60,35,1022.6,1019.4,16.5,24.9,0,1,0
"2009-12-13-Mildura",12.4,29.1,0,16,31,11,16,15,15,58,27,1021.7,1018.8,17.5,26.4,0,1,0
"2009-12-14-Mildura",15.4,32.1,0,11,33,8,10,15,15,56,16,1021.4,1018.2,19.3,30.5,0,1,0
"2009-12-15-Mildura",15.9,35.4,0,6,24,7,11,15,9,30,12,1019.3,1015.8,23.8,33.6,0,1,0
"2009-12-16-Mildura",20.4,40.9,0,3,41,4,2,17,15,14,6,1014.6,1010.7,30.5,39.7,0,1,0
"2009-12-17-Mildura",23.1,36.5,0,15,57,2,13,19,37,22,46,1007.8,1010.8,32.8,27.6,0,0,1
"2009-12-18-Mildura",9.9,25.6,3.2,16,41,10,13,17,19,58,29,1021.8,1019.1,15.1,23.3,1,1,0
"2009-12-19-Mildura",12.9,28.4,0,16,37,14,14,19,7,69,40,1021.3,1019,17.1,25.3,0,1,0
"2009-12-20-Mildura",13.4,31.1,0,16,24,9,11,13,11,51,20,1020.1,1016.4,18.8,29.2,0,1,0
"2009-12-21-Mildura",14.9,35.8,0,16,43,5,3,11,20,27,11,1013.3,1009.1,25.4,35.1,0,1,0
"2009-12-22-Mildura",18.3,37,0,16,43,16,10,15,11,41,7,1011.2,1009.4,23.2,35.3,0,1,0
"2009-12-23-Mildura",21.8,40.8,0,4,41,4,3,26,20,18,8,1010.1,1006.1,30.9,40.1,0,1,0
"2009-12-24-Mildura",28.9,32.7,0,3,50,2,16,13,17,18,43,1003.3,1007.5,32.7,27,0,1,0
"2009-12-25-Mildura",14.1,28.4,0,11,46,11,11,26,24,52,16,1014.6,1012.4,16.7,26.6,0,1,0
"2009-12-26-Mildura",12.6,30.4,0,11,39,10,8,24,24,46,13,1017.8,1014.9,16.8,28.4,0,1,0
"2009-12-27-Mildura",14.5,32.4,0,16,43,10,11,15,20,39,13,1017.1,1013.8,21.3,31.1,0,1,0
"2009-12-28-Mildura",16.5,36.2,0,8,43,10,10,13,15,39,10,1017.4,1015.2,22.7,35,0,1,0
"2009-12-29-Mildura",18.4,36.6,0,10,44,9,16,20,19,29,8,1020,1017.4,25.6,35.1,0,1,0
"2009-12-30-Mildura",21.2,38.9,0,7,39,7,7,13,22,35,17,1017.4,1013.1,30.1,38.2,0,1,0
"2009-12-31-Mildura",25.3,37.2,0,4,50,3,1,26,19,46,31,1012.2,1008.1,29.8,35.4,0,1,0
"2010-01-01-Mildura",22.1,37.4,0.4,15,74,12,2,13,20,69,30,1009.5,1006.2,24.7,35.7,0,0,1
"2010-01-02-Mildura",15.2,27.4,5.6,16,50,16,16,26,26,57,27,1014.4,1013.5,16.6,24.2,1,1,0
"2010-01-04-Mildura",13.1,30.9,0,7,30,6,4,19,11,47,21,1017.9,1014.6,19.8,28.7,0,1,0
"2010-01-05-Mildura",15,36.3,0,13,48,15,2,9,13,30,8,1015.2,1012.6,25.3,34.4,0,1,0
"2010-01-06-Mildura",16.1,34.3,0,11,37,9,11,13,17,44,13,1017.5,1015.4,21.5,32.1,0,1,0
"2010-01-07-Mildura",15.8,34.6,0,8,39,9,8,15,20,34,10,1016.4,1013.8,21.8,33.7,0,1,0
"2010-01-08-Mildura",15.3,38.2,0,13,31,7,4,11,9,23,7,1016,1012.9,26.5,36.2,0,1,0
"2010-01-09-Mildura",18,42,0,2,35,1,13,17,20,25,9,1015.3,1012.9,30.9,41.5,0,1,0
"2010-01-10-Mildura",21.7,44.2,0,2,31,4,7,7,11,27,11,1014.4,1011.6,30.5,43.3,0,1,0
"2010-01-11-Mildura",28.3,43.6,0,3,54,2,2,19,20,14,12,1010.9,1007.4,36.9,42.3,0,1,0
"2010-01-12-Mildura",29.8,41.1,0,14,65,12,13,17,28,18,25,1006.5,1004.5,34,37.6,0,0,1
"2010-01-13-Mildura",13.9,27,2.4,16,46,16,11,15,24,90,27,1017.9,1016.5,14.8,24.2,1,1,0
"2010-01-14-Mildura",13,29.1,0,10,46,9,11,19,13,51,21,1019.9,1017.1,17.9,26.9,0,1,0
"2010-01-15-Mildura",14.4,33.9,0,16,26,9,11,15,9,44,14,1016.5,1012.7,20.3,31.1,0,1,0
"2010-01-16-Mildura",17.4,35.4,0,14,52,11,15,11,24,32,13,1010.6,1007.8,24,34.7,0,1,0
"2010-01-17-Mildura",13.5,25.2,0,14,57,16,14,19,28,51,28,1015,1012.3,17,23.6,0,1,0
"2010-01-18-Mildura",10.9,24.8,0,14,46,16,14,20,17,52,20,1016.1,1013.8,14.4,22.9,0,1,0
"2010-01-19-Mildura",9.9,28.2,0,16,31,10,13,11,13,46,23,1017.1,1014.2,15.7,24,0,1,0
"2010-01-20-Mildura",12.2,36.6,0,13,39,4,14,2,20,41,7,1013.4,1010.1,22,34.7,0,1,0
"2010-01-21-Mildura",18.8,40.8,0,1,35,6,2,15,15,44,10,1011.2,1007.5,25.5,37.5,0,1,0
"2010-01-22-Mildura",21.7,42.9,0,13,52,3,2,22,26,7,1,1005.5,1003,31.4,41.4,0,1,0
"2010-01-23-Mildura",14.7,30.5,0,14,44,16,11,22,15,55,28,1015.3,1013.1,17.6,27.2,0,1,0
"2010-01-24-Mildura",14.8,32.6,0,11,37,9,10,17,13,40,17,1014.9,1012.5,19.7,30.1,0,1,0
"2010-01-25-Mildura",16.4,35.8,0,8,22,9,12,13,13,35,13,1012.8,1010,20,33.4,0,1,0
"2010-01-26-Mildura",17.9,37.9,0,11,48,10,16,6,13,26,9,1010.3,1009.6,24,37.2,0,1,0
"2010-01-27-Mildura",18.6,34.3,0,10,37,8,11,20,17,54,27,1013.6,1012.1,21.5,31.8,0,1,0
"2010-01-28-Mildura",18.5,34.4,0,13,28,9,10,15,13,38,17,1010.1,1007.6,21.6,33.1,0,1,0
"2010-01-29-Mildura",17.5,32.1,0,11,41,10,11,24,20,61,15,1013.6,1012.4,18.4,30.7,0,1,0
"2010-01-30-Mildura",15.5,36.9,0,8,28,9,16,19,9,45,15,1013.7,1010.1,20.1,34.4,0,1,0
"2010-01-31-Mildura",20.1,40.2,0,5,50,4,3,22,17,30,16,1008.9,1005.7,30.4,39.6,0,1,0
"2010-02-02-Mildura",20.9,36.6,0,9,48,6,6,11,20,62,20,1010.8,1008.5,24.9,35.1,0,1,0
"2010-02-03-Mildura",24.9,32.9,0,5,61,7,7,22,15,43,32,1008.8,1006.4,26.6,32.3,0,0,1
"2010-02-04-Mildura",21.1,24.7,8.6,11,41,8,8,15,17,95,84,1007.4,1006.3,21.8,23.7,1,1,0
"2010-02-05-Mildura",17.4,28.7,1,10,43,11,11,20,19,82,43,1014.8,1013.4,17.7,26.1,0,1,0
"2010-02-06-Mildura",13.1,31.3,0,10,41,11,11,22,15,60,32,1019.5,1017.9,16,27.6,0,1,0
"2010-02-07-Mildura",16,36.1,0,7,33,7,6,17,19,58,32,1018.5,1016,26,34.9,0,1,0
"2010-02-08-Mildura",23.3,38,0,7,35,6,9,9,20,57,24,1018.6,1016.1,28.4,36.7,0,1,0
"2010-02-09-Mildura",23.9,36.7,0,7,26,5,2,15,7,63,36,1019.4,1016.9,27.6,34.7,0,1,0
"2010-02-10-Mildura",24.1,39.2,0,3,43,4,6,11,7,51,25,1017.9,1014.5,29.6,37.5,0,1,0
"2010-02-11-Mildura",24.3,39.3,0,14,52,4,13,19,24,50,25,1012.8,1009,28.6,36.9,0,1,0
"2010-02-12-Mildura",20,31.8,0.2,16,35,11,14,15,13,73,34,1012.3,1010.4,20.3,29.6,0,1,0
"2010-02-13-Mildura",18.1,28.7,0,8,28,8,6,19,11,66,39,1010.7,1008.3,19.8,28.4,0,1,0
"2010-02-14-Mildura",18,31.2,0,15,44,11,16,13,17,62,29,1008.7,1007,21.3,29.8,0,1,0
"2010-02-15-Mildura",16.2,31.8,0,16,37,16,14,20,11,73,36,1012.8,1011.4,19,29.6,0,1,0
"2010-02-16-Mildura",17.5,33.7,0,8,37,8,10,15,11,59,22,1015.5,1013.9,21.3,31.3,0,1,0
"2010-02-17-Mildura",16,36.3,0,11,41,8,11,7,17,39,16,1015.8,1014.8,22.4,34.6,0,1,0
"2010-02-18-Mildura",17,34,0,10,37,8,9,20,20,48,15,1020.7,1018.3,19.7,32.1,0,1,0
"2010-02-19-Mildura",18.2,35.1,0,4,33,4,8,20,11,41,21,1019.7,1016.8,25.3,34.2,0,1,0
"2010-02-20-Mildura",17.9,37.3,0,3,41,4,1,13,19,39,19,1014.9,1011.2,24.2,36.2,0,1,0
"2010-02-21-Mildura",24.2,38.3,0,1,57,1,9,17,20,46,58,1012.9,1009.3,29.2,29.9,0,0,1
"2010-02-22-Mildura",21.3,30.4,9.8,15,43,12,13,9,17,89,44,1014.4,1013.9,21.9,28.7,1,1,0
"2010-02-23-Mildura",13,25.6,0,8,39,11,8,20,13,56,24,1022.2,1020.4,14.9,23.1,0,1,0
"2010-02-24-Mildura",13.2,30.1,0,8,37,9,11,17,19,57,20,1021.4,1019.2,17.2,27.9,0,1,0
"2010-02-25-Mildura",15.1,33.7,0,9,33,8,6,19,13,48,23,1021.7,1019.4,18.4,31.8,0,1,0
"2010-02-26-Mildura",18.4,37.5,0,5,52,5,2,13,19,52,27,1018.8,1015.3,26.1,36.1,0,1,0
"2010-02-27-Mildura",21.9,34.7,0,12,43,3,12,19,20,63,36,1016.4,1015,26.2,33.3,0,1,0
"2010-02-28-Mildura",19.5,29,0,10,52,10,10,17,22,64,29,1018.7,1017.5,21.1,28.1,0,1,0
"2010-03-01-Mildura",12.3,26.8,0,10,57,10,10,28,22,56,21,1020.8,1017.4,14.3,24.1,0,1,0
"2010-03-02-Mildura",13.9,29.8,0,10,43,8,8,22,22,61,27,1018.3,1015.4,16.8,28.8,0,1,0
"2010-03-03-Mildura",13.7,32.1,0,7,37,9,6,13,20,55,22,1016.8,1012.7,18.7,30.5,0,1,0
"2010-03-04-Mildura",18.6,23.3,0,9,37,7,9,6,15,50,90,1010.2,1008.7,21,20.7,0,0,1
"2010-03-05-Mildura",19.2,27.5,15.2,13,30,8,14,7,15,96,73,1004.8,1004.4,20.6,25.1,1,0,1
"2010-03-07-Mildura",12.6,26.1,3.4,2,70,4,3,11,11,91,35,1010.7,1006.6,16,24.9,1,0,1
"2010-03-08-Mildura",13.3,23,2,15,57,2,15,22,28,84,58,1008.4,1008.9,15.1,20.9,1,1,0
"2010-03-09-Mildura",14,23.4,1,14,44,15,14,17,26,85,41,1019.2,1019.9,16,22,0,1,0
"2010-03-10-Mildura",9.3,21.6,0,10,44,11,11,11,19,68,29,1028.9,1028.2,12.1,19.8,0,1,0
"2010-03-11-Mildura",10.8,25.3,0,9,43,10,8,20,20,67,32,1032.2,1030,13.3,22.9,0,1,0
"2010-03-12-Mildura",13.3,26,0,6,39,6,9,19,22,65,31,1033.2,1031.1,16.7,25.7,0,1,0
"2010-03-13-Mildura",14.5,29.6,0,5,39,6,4,17,17,62,23,1031.7,1028.4,18,28.6,0,1,0
"2010-03-14-Mildura",14.4,31.1,0,3,33,7,3,15,15,54,25,1026.5,1022.8,19.7,29.5,0,1,0
"2010-03-15-Mildura",15.7,32.3,0,15,37,5,1,9,13,55,23,1023.1,1020.3,21,31,0,1,0
"2010-03-16-Mildura",17.4,34.3,0,5,28,3,4,9,9,46,24,1021.4,1019.1,22.1,33.2,0,1,0
"2010-03-17-Mildura",18.9,34.9,0,3,26,4,6,2,13,55,20,1022.9,1020.9,21.9,33.9,0,1,0
"2010-03-18-Mildura",17.7,34.2,0,4,35,4,3,13,17,39,16,1022.9,1019.5,23.6,32.9,0,1,0
"2010-03-19-Mildura",21.1,33.6,0,15,43,1,15,4,24,50,22,1019,1017.2,22.7,33.1,0,1,0
"2010-03-20-Mildura",18.4,33.3,0,11,28,10,14,13,11,68,33,1020.5,1018.7,20.3,31.5,0,1,0
"2010-03-21-Mildura",19,29.3,0,16,37,16,16,11,15,54,45,1023.3,1021.2,19.8,26.2,0,0,1
"2010-03-22-Mildura",12.1,26.5,2.8,16,26,11,11,11,13,70,30,1023.9,1021.8,14.5,24.7,1,1,0
"2010-03-23-Mildura",9.7,27.9,0,8,30,11,11,13,15,66,19,1024.7,1022.7,12.9,25.7,0,1,0
"2010-03-24-Mildura",11.7,29.5,0,8,26,11,11,7,9,67,31,1024.5,1021.6,15.1,27.5,0,1,0
"2010-03-26-Mildura",15,35.2,0,2,33,4,12,11,9,53,12,1018.3,1015.6,19.6,34.5,0,1,0
"2010-03-27-Mildura",15.4,35.2,0,1,33,10,3,7,19,54,12,1018,1014.9,17.3,34.5,0,1,0
"2010-03-28-Mildura",17.3,33.4,0,14,59,3,14,13,26,38,39,1011.9,1010.8,24.3,26.9,0,0,1
"2010-03-29-Mildura",19,27.2,11.4,4,30,1,15,4,9,95,59,1016.3,1015.5,19.6,26.4,1,1,0
"2010-03-30-Mildura",13.8,25,0,10,46,11,10,17,17,82,36,1022.3,1020.8,15.1,24,0,1,0
"2010-03-31-Mildura",10.6,25.5,0,11,22,10,11,11,9,77,29,1022.2,1019.5,13.3,23.3,0,1,0
"2010-04-01-Mildura",9.3,27.4,0,11,33,11,16,7,19,66,19,1021.1,1019,13.2,26.3,0,1,0
"2010-04-02-Mildura",11.5,25.6,0,8,28,10,14,13,19,83,33,1021.6,1019.5,14,24,0,1,0
"2010-04-03-Mildura",10.9,24.1,0,11,43,10,11,13,15,76,32,1022.2,1019.6,13.1,22.5,0,1,0
"2010-04-04-Mildura",9.9,26.3,0,3,20,8,4,4,9,64,30,1018.9,1015.3,16,26,0,1,0
"2010-04-05-Mildura",11.7,30.7,0,3,39,5,1,13,13,49,22,1015.6,1011.7,21.7,29.9,0,1,0
"2010-04-06-Mildura",18.5,23.4,0.4,4,44,5,5,15,20,69,74,1011.3,1007.1,19,21.9,0,0,1
"2010-04-07-Mildura",16.4,23.7,8.8,15,39,13,12,11,24,99,53,1012.5,1012.2,18,23.4,1,1,0
"2010-04-08-Mildura",14.6,24,0,16,28,11,16,13,13,83,48,1020.3,1017.9,17.9,23.3,0,1,0
"2010-04-09-Mildura",14.3,20.9,0,5,31,6,4,11,22,77,83,1013.8,1010.5,17.2,19.5,0,0,1
"2010-04-10-Mildura",14.6,22.9,3.8,15,31,14,14,19,17,85,54,1012.6,1010.5,16.5,21.6,1,1,0
"2010-04-11-Mildura",13.9,20.2,0,14,44,13,14,19,24,72,42,1014.5,1014.6,16.4,19.6,0,1,0
"2010-04-12-Mildura",6.3,20.2,0,10,28,14,16,9,13,67,31,1022.9,1020.7,12.1,19.6,0,1,0
"2010-04-13-Mildura",6.7,19.8,0,14,39,8,11,13,11,61,36,1027.4,1024.3,12.9,19.5,0,1,0
"2010-04-14-Mildura",6.8,19.8,0,14,22,10,10,9,11,75,43,1025.8,1022.6,12.4,19.4,0,1,0
"2010-04-15-Mildura",6.3,21.3,0,10,33,8,8,15,17,71,39,1025.4,1022.3,13,21,0,1,0
"2010-04-16-Mildura",7.4,25.4,0,7,28,7,4,9,15,73,25,1024.3,1020.3,14.3,24.8,0,1,0
"2010-04-17-Mildura",10.9,29.8,0,3,37,5,1,15,20,39,25,1022.8,1019.8,20.8,28.8,0,1,0
"2010-04-18-Mildura",15.8,29.5,0,3,35,4,4,19,22,39,27,1022.4,1019.1,22.8,28.3,0,1,0
"2010-04-19-Mildura",16.8,29.8,0,5,37,4,3,17,17,46,30,1021.1,1017.9,22,29.2,0,1,0
"2010-04-20-Mildura",17.6,28.4,0,3,28,3,12,20,9,46,41,1020.5,1017.3,24.6,27.4,0,1,0
"2010-04-21-Mildura",15.4,29.7,0,1,33,7,2,9,17,69,28,1020.6,1017.8,20.8,29.4,0,1,0
"2010-04-22-Mildura",14.4,30.7,0,3,28,3,2,11,11,57,27,1021.3,1018,21.5,30.1,0,1,0
"2010-04-23-Mildura",15.2,30.4,0,2,43,3,2,15,26,48,27,1017.7,1013.3,22.7,29.8,0,0,1
"2010-04-24-Mildura",18.4,20,2,15,31,15,2,13,13,93,89,1013.3,1011,18.4,18.9,1,0,1
"2010-04-25-Mildura",10.2,21.3,3.8,16,30,15,14,15,17,84,41,1020.8,1021.1,13.9,20.5,1,1,0
"2010-04-26-Mildura",8.2,21.7,0,1,28,4,3,13,13,71,38,1025.7,1021.4,14.4,21.4,0,1,0
"2010-04-27-Mildura",14.3,22.1,0,13,33,15,15,9,22,55,45,1020.4,1018.3,17.1,21.1,0,1,0
"2010-04-28-Mildura",6.3,20.5,0,13,39,12,13,9,20,68,33,1024.2,1021,12.7,19.9,0,1,0
"2010-04-29-Mildura",12.7,20.5,0,13,31,15,16,15,15,74,47,1024.8,1023.5,17,20.1,0,1,0
"2010-04-30-Mildura",13.6,20,0,16,19,9,14,9,9,55,42,1028.9,1025.5,15.4,19.4,0,1,0
"2010-05-01-Mildura",7.1,23.7,0,3,26,3,3,15,13,67,36,1026.3,1022.6,13.6,23.1,0,1,0
"2010-05-02-Mildura",9.6,24.5,0,16,26,2,16,11,15,51,40,1024.8,1023.3,16.7,24.5,0,1,0
"2010-05-03-Mildura",9.1,26.3,0,11,46,6,3,9,13,70,26,1024,1018.8,14.6,25.5,0,1,0
"2010-05-04-Mildura",10.2,25.1,0,15,52,1,15,19,31,34,48,1014.7,1011.9,18.4,21.6,0,1,0
"2010-05-05-Mildura",5.5,17.8,0,13,35,15,13,17,19,76,39,1021,1020,10.4,17.4,0,1,0
"2010-05-06-Mildura",7.1,21,0,15,26,15,13,15,13,77,42,1024.9,1022.6,12,20.4,0,1,0
"2010-05-07-Mildura",10.1,22,0,12,30,2,15,4,15,64,36,1024.8,1022.2,14.9,21.7,0,1,0
"2010-05-09-Mildura",9.6,23.3,0,3,24,3,1,15,11,78,35,1022.7,1018.5,15.2,23,0,1,0
"2010-05-10-Mildura",10.5,24.1,0,3,39,4,1,15,20,60,27,1018,1012.3,16,23.5,0,1,0
"2010-05-11-Mildura",8.9,17.5,0,14,41,13,14,17,20,68,37,1018.8,1019,11.8,16.3,0,1,0
"2010-05-12-Mildura",1.5,16.1,0,8,30,11,10,9,15,77,38,1027,1025.6,7.1,15.9,0,1,0
"2010-05-13-Mildura",1.4,17.3,0,9,22,10,8,6,4,72,39,1027.5,1023,8.1,17.1,0,1,0
"2010-05-15-Mildura",2.4,19.6,0,3,20,9,3,6,13,72,30,1020.5,1017.2,9.3,18.9,0,1,0
"2010-05-16-Mildura",8.3,17.7,0,3,20,5,3,9,9,69,46,1019.7,1018.3,11.8,17.4,0,0,1
"2010-05-17-Mildura",10.3,17.6,2.4,8,22,10,8,9,9,82,51,1021.1,1018.9,12.4,17.2,1,1,0
"2010-05-18-Mildura",3.6,20.1,0,10,19,14,11,7,9,88,32,1022.6,1020.3,8.7,19.5,0,1,0
"2010-05-19-Mildura",5,20.7,0,10,13,15,3,4,7,77,33,1024.5,1021.6,8.7,20.5,0,1,0
"2010-05-21-Mildura",4.1,20.1,0,16,20,11,16,6,9,70,34,1023.6,1020.7,9.4,19.5,0,1,0
"2010-05-22-Mildura",3,18.4,0,6,20,9,10,15,7,73,39,1023.9,1020.4,8.7,18.2,0,1,0
"2010-05-23-Mildura",3.7,18.6,0,4,39,5,5,13,22,63,33,1020.2,1014.9,9.8,17.8,0,0,1
"2010-05-24-Mildura",9.8,16.4,2.6,4,33,5,5,17,19,92,84,1010.6,1006,11.7,15.9,1,0,1
"2010-05-25-Mildura",11.7,18.3,27,11,30,4,11,9,15,97,91,1004.3,1003.1,14,15.3,1,0,1
"2010-05-26-Mildura",12.4,16.8,2,14,28,16,16,15,17,88,70,1012.2,1012.5,13,16.2,1,1,0
"2010-05-28-Mildura",10.3,18.9,0.2,4,33,4,3,15,17,89,62,1013.4,1008.2,13.6,17.6,0,0,1
"2010-05-29-Mildura",10.9,14.2,14.2,14,39,13,13,17,19,96,88,1005.6,1005.4,11.3,12.9,1,0,1
"2010-05-30-Mildura",11.3,16.7,2.6,16,41,16,14,19,19,84,84,1012.4,1010.6,14.1,16,1,1,0
"2010-05-31-Mildura",9.1,17.2,0,11,26,16,16,17,15,86,61,1018.1,1016.9,10.5,16.9,0,1,0
"2010-06-02-Mildura",8.9,16.1,0,8,22,11,10,6,17,92,67,1021.8,1021.6,10.2,15.7,0,1,0
"2010-06-03-Mildura",5.2,17.4,0,16,22,16,11,11,13,94,51,1026.4,1023.9,7.2,17.3,0,1,0
"2010-06-04-Mildura",4.2,16.8,0,14,22,16,13,7,9,95,55,1024.7,1021.5,7.1,16.6,0,1,0
"2010-06-05-Mildura",5.4,15.7,0,16,30,15,16,6,17,99,60,1022.2,1020.3,7.6,15.3,0,1,0
"2010-06-06-Mildura",4.3,14.6,0.4,11,33,16,11,13,19,93,55,1026.3,1025.9,6.8,13.8,0,1,0
"2010-06-07-Mildura",4.4,12.9,0,16,17,11,16,6,9,94,60,1028.1,1025.7,6.3,12.8,0,1,0
"2010-06-08-Mildura",1.1,14,0,2,24,4,2,6,13,97,50,1024.4,1019.8,4.6,13.5,0,1,0
"2010-06-09-Mildura",4.6,14.9,0.8,14,50,15,13,19,28,87,63,1017,1017.4,9.4,13.8,0,1,0
"2010-06-10-Mildura",4.8,15.2,0.2,13,26,13,15,11,19,91,53,1026.8,1025.3,7.8,14.9,0,1,0
"2010-06-11-Mildura",7.8,15.6,0,13,33,13,14,9,17,89,47,1027,1024.1,10.7,15.2,0,1,0
"2010-06-12-Mildura",7.2,14.3,0,8,31,11,10,9,17,90,39,1028.8,1027.9,8.7,13.7,0,1,0
"2010-06-13-Mildura",8.7,12.7,0,8,24,10,11,9,15,80,42,1032.9,1031.5,9.4,12.3,0,1,0
"2010-06-14-Mildura",2.3,13.7,0,11,46,8,9,4,7,75,46,1034.2,1030.9,6.9,12.9,0,1,0
"2010-06-16-Mildura",3.5,18.9,0,3,41,4,3,17,19,84,50,1021.8,1016.6,10.5,18.3,0,1,0
"2010-06-17-Mildura",10.5,16.8,0.8,13,76,2,15,22,31,59,43,1013,1014.5,14.6,16.4,0,1,0
"2010-06-18-Mildura",6.6,17.2,0,15,33,2,15,13,20,90,48,1020.6,1018.4,9.4,16.8,0,1,0
"2010-06-19-Mildura",9.4,17.8,0,13,37,15,15,15,17,88,62,1022.9,1022,11.7,17.5,0,1,0
"2010-06-20-Mildura",10.1,17.1,0.6,13,19,13,13,7,7,96,69,1028.6,1027.6,12.7,16.7,0,1,0
"2010-06-22-Mildura",7.9,15.8,0,8,24,7,8,9,15,84,48,1035.8,1033.1,9.9,15.4,0,1,0
"2010-06-23-Mildura",6.8,18.5,0,4,22,9,5,9,15,93,57,1031.7,1027.5,9.3,18.4,0,1,0
"2010-06-24-Mildura",9.3,20.6,0,3,43,4,3,20,20,75,46,1023.5,1019.1,12.8,19.9,0,0,1
"2010-06-25-Mildura",12.8,14.2,5.4,4,37,3,11,13,15,89,94,1017.4,1017.6,14.2,11.1,1,0,1
"2010-06-26-Mildura",4.4,12.9,5.8,16,26,16,14,11,13,94,48,1026.7,1025.3,6.2,12.6,1,1,0
"2010-06-28-Mildura",0.6,13.2,0,1,39,3,2,9,20,85,45,1022.3,1018.7,4.2,12,0,1,0
"2010-06-29-Mildura",4.2,13.3,0,3,41,3,3,22,26,64,45,1018.2,1015.3,7.1,13.3,0,1,0
"2010-06-30-Mildura",4.1,14,0.2,15,30,2,14,11,19,88,61,1020.3,1019.3,6.7,13.5,0,0,1
"2010-07-02-Mildura",2.5,11.5,1.8,1,28,14,14,6,6,97,78,1025.8,1024.4,5.8,10.3,1,1,0
"2010-07-05-Mildura",-1,12.9,0.2,10,20,11,10,7,13,100,68,1026.5,1022.2,1.6,10.9,0,1,0
"2010-07-06-Mildura",0,12.4,0,14,22,15,15,7,13,88,49,1025.7,1024.5,3.7,12,0,1,0
"2010-07-07-Mildura",-0.1,14.1,0,16,17,12,16,7,9,99,67,1028.7,1026.5,3.7,13.9,0,1,0
"2010-07-08-Mildura",1,15.2,0,8,24,11,8,6,15,100,49,1029.1,1026.1,4.2,14.9,0,1,0
"2010-07-09-Mildura",-0.8,17.5,0,5,39,6,5,9,19,99,44,1027.6,1023.3,3.2,17.3,0,1,0
"2010-07-10-Mildura",3.2,15.4,0.4,3,61,3,1,19,22,75,75,1017.7,1014.1,12.8,14.1,0,0,1
"2010-07-11-Mildura",5.6,16.2,2,1,24,3,2,11,11,90,54,1020.6,1020.2,8.1,15.9,1,1,0
"2010-07-12-Mildura",3,15.8,0,4,28,5,4,9,19,81,47,1022.2,1018,7.2,15.1,0,1,0
"2010-07-13-Mildura",7.2,15.5,0,13,63,5,1,22,19,67,97,1009,1003.5,11.8,13.8,0,0,1
"2010-07-14-Mildura",6.5,15.9,6.6,12,54,2,15,20,30,81,63,1012.4,1011.9,8.1,14.7,1,1,0
"2010-07-15-Mildura",6.2,15,0.2,13,20,15,16,9,9,95,57,1024.8,1024.7,8.5,14.1,0,1,0
"2010-07-16-Mildura",8.5,13.3,0,10,13,9,1,2,6,87,60,1028.9,1027.2,10.5,12.8,0,1,0
"2010-07-17-Mildura",9.4,12.8,0,3,26,3,1,9,13,78,55,1028.3,1024.5,9.8,12.7,0,1,0
"2010-07-18-Mildura",4.3,15.5,0,2,31,4,1,11,13,85,53,1020.9,1017.1,7.1,14.7,0,0,1
"2010-07-19-Mildura",7,13.5,4.2,16,22,10,14,9,9,90,66,1021.6,1021.7,8.6,12.3,1,1,0
"2010-07-20-Mildura",4.3,14.8,0.4,15,26,12,15,11,15,94,63,1026.2,1024.5,7,14.3,0,0,1
"2010-07-21-Mildura",2.8,14,2.2,11,26,11,10,9,15,99,56,1030.9,1029.8,5.6,13.5,1,1,0
"2010-07-22-Mildura",2.7,14.5,0,10,26,11,11,7,13,99,59,1034.7,1032.8,5.2,14.2,0,1,0
"2010-07-23-Mildura",5.2,14.9,0,10,22,10,11,9,13,89,68,1035.4,1032.2,9.5,14.4,0,1,0
"2010-07-24-Mildura",4.1,14.4,0,16,22,11,16,9,9,99,55,1033.1,1030.7,6.7,14.1,0,1,0
