"Date-Location","MinTemp","MaxTemp","Rainfall","WindGustDir","WindGustSpeed","WindDir9am","WindDir3pm","WindSpeed9am","WindSpeed3pm","Humidity9am","Humidity3pm","Pressure9am","Pressure3pm","Temp9am","Temp3pm","RainToday","RainTomorrow","RainTomorrow"
"2012-11-04-Perth",13.1,19,26,13,54,12,15,19,20,49,46,1003.3,1003.7,18.4,18.3,1,0,1
"2012-11-05-Perth",10.6,19.9,11.2,16,43,14,13,15,17,69,48,1011.6,1013.3,15.9,19.4,1,1,0
"2012-11-06-Perth",13.6,21.8,0.4,15,33,14,13,19,15,81,48,1018.4,1017.7,15.6,20.6,0,1,0
"2012-11-07-Perth",11.7,23.1,0,14,37,8,14,7,19,62,50,1021.4,1020,18.8,20.7,0,1,0
"2012-11-08-Perth",11.6,26.5,0,13,33,6,14,9,20,49,46,1022.1,1019.2,19.8,23.9,0,1,0
"2012-11-09-Perth",11.2,31.5,0,5,31,4,13,13,17,27,32,1017.1,1014.2,26.4,27.6,0,1,0
"2012-11-10-Perth",12.4,23.8,0,16,39,11,13,11,20,56,57,1014.2,1012.4,20.2,21.2,0,0,1
"2012-11-11-Perth",11,21.6,1.2,16,41,11,14,19,19,50,38,1022.6,1021.5,17,20.1,1,1,0
"2012-11-12-Perth",11,26.9,0,11,35,7,16,15,17,46,41,1024.1,1020.2,20.1,24.6,0,1,0
"2012-11-13-Perth",11.7,31,0,16,30,10,16,13,19,57,39,1019.9,1015,19.5,26.9,0,1,0
"2012-11-14-Perth",14,26.6,0,14,43,16,14,15,24,57,52,1014.6,1014.6,21.6,23.5,0,1,0
"2012-11-15-Perth",13,26.3,0,16,41,9,14,9,26,52,48,1019.2,1017.1,21.4,23.1,0,1,0
"2012-11-16-Perth",13.6,30.4,0,16,37,8,14,7,20,44,38,1017.2,1014.2,23.5,28.5,0,1,0
"2012-11-17-Perth",18.1,35.3,0,16,39,4,13,13,17,28,30,1013.1,1009.1,28,30.8,0,1,0
"2012-11-18-Perth",16.7,25.4,0,16,48,14,14,13,24,63,60,1007.8,1008.1,22.6,23.8,0,1,0
"2012-11-19-Perth",15.5,25,0,14,35,16,14,7,17,55,50,1013.3,1013.2,22.4,22.6,0,1,0
"2012-11-20-Perth",12.9,26.1,0,14,41,10,14,13,22,55,50,1019,1016.9,20.5,23.3,0,1,0
"2012-11-21-Perth",16.2,35.2,0,6,33,6,9,13,13,48,22,1015.7,1010.3,24.6,34.5,0,1,0
"2012-11-22-Perth",18.8,31.8,0,13,33,2,13,11,15,42,51,1010.7,1007.6,28.4,26.5,0,1,0
"2012-11-23-Perth",18,24.1,0,13,39,16,16,15,19,52,53,1013.8,1013.3,21.5,21.9,0,1,0
"2012-11-24-Perth",16.8,30,0,14,43,6,11,11,20,59,38,1014.2,1008.2,20.8,29,0,1,0
"2012-11-25-Perth",16.4,28.4,0.8,10,39,10,14,11,20,56,48,1015.9,1015.3,21.3,24.6,0,1,0
"2012-11-26-Perth",15.4,30.2,0,13,33,7,14,13,17,61,52,1015.3,1010.6,23.8,26.1,0,1,0
"2012-11-27-Perth",15.4,25.5,0,12,52,12,2,9,24,70,56,1003.8,1002.2,20.1,23.4,0,0,1
"2012-11-28-Perth",14.1,22,8,12,74,3,12,15,30,83,66,1000.1,995.9,16.6,20.4,1,0,1
"2012-11-29-Perth",12.6,19.8,9.6,14,56,15,15,20,22,49,49,1007.6,1009.3,16.8,19.1,1,1,0
"2012-11-30-Perth",13.5,20.7,1,13,41,14,14,17,20,51,46,1015.4,1016.4,18.1,18.9,0,1,0
"2013-01-01-Perth",25.1,30.8,0,12,35,12,2,11,13,62,68,1009.1,1009.4,29.6,27.4,0,1,0
"2013-01-02-Perth",21.6,28.5,0.4,14,33,13,13,9,15,65,49,1013.2,1011.6,24.9,27,0,1,0
"2013-01-03-Perth",18.9,27.3,0,15,39,15,13,17,22,58,61,1012.9,1011.2,23.6,23.8,0,1,0
"2013-01-04-Perth",18.3,25.6,0,16,39,16,14,15,19,47,46,1015,1013,22.8,24,0,1,0
"2013-01-05-Perth",14,36.9,0,14,37,9,14,11,20,44,29,1012.5,1007.8,25.6,33.2,0,1,0
"2013-01-06-Perth",22,35.3,0,4,39,4,5,13,15,56,46,1010.4,1010.1,30.3,30.9,0,0,1
"2013-01-07-Perth",24,37.8,4.8,2,37,8,5,9,11,90,38,1012.4,1009.7,25.3,37.3,1,1,0
"2013-01-08-Perth",25.2,39.1,0.2,16,46,13,14,9,19,36,61,1011,1009.3,33.9,30.3,0,1,0
"2013-01-09-Perth",22.3,26.4,0,14,50,16,16,20,26,67,56,1010.1,1008.8,23.9,25,0,1,0
"2013-01-10-Perth",15.6,26.2,0,16,46,10,14,17,26,51,51,1010.6,1007.6,23.2,24.7,0,1,0
"2013-01-11-Perth",16.7,29.4,0,11,41,8,14,11,19,49,46,1011.5,1008.3,22.5,27.8,0,1,0
"2013-01-12-Perth",20.4,34.9,0,7,41,6,10,17,15,49,32,1009.8,1007.1,24.9,33.4,0,1,0
"2013-01-13-Perth",22.2,28.1,0,6,37,6,7,13,15,61,59,1011.9,1010,25,26.8,0,0,1
"2013-01-14-Perth",21.7,37.3,1.2,16,30,7,14,11,13,67,44,1008.9,1006.1,27.9,35.8,1,1,0
"2013-01-15-Perth",27.3,32.6,0,2,31,1,12,11,15,51,66,1007.5,1006.9,32.3,29.6,0,1,0
"2013-01-16-Perth",22.8,27.1,0,2,43,2,15,19,17,70,89,1008.2,1008,25.5,23.5,0,1,0
"2013-01-17-Perth",19.1,24.5,0.6,14,50,14,14,22,24,50,39,1016.3,1015.5,20.4,23,0,1,0
"2013-01-18-Perth",15.1,30.2,0,8,37,9,10,17,15,51,25,1019.9,1014.5,20.9,28.6,0,1,0
"2013-01-19-Perth",16.6,33.2,0,14,43,6,16,13,17,48,30,1015.7,1011.1,23.3,31.3,0,1,0
"2013-01-20-Perth",15.4,35.1,0,13,33,5,13,11,13,32,29,1010.2,1008.3,29.6,32.7,0,1,0
"2013-01-21-Perth",19.4,31.5,0,11,48,11,16,11,20,51,45,1012.9,1010.6,24.2,29.4,0,1,0
"2013-01-22-Perth",18.1,35.7,0,8,35,6,14,11,15,50,31,1012.8,1008.5,24.1,33.8,0,1,0
"2013-01-23-Perth",20,28.7,0,11,43,14,14,19,20,55,58,1008.2,1007.6,25.3,26.2,0,1,0
"2013-01-24-Perth",17.2,28.4,0,14,48,11,14,13,26,58,46,1016.8,1015.2,21.8,25.4,0,1,0
"2013-01-25-Perth",16.1,30.8,0,14,39,6,16,15,22,44,30,1021.4,1017.7,21.8,29.2,0,1,0
"2013-01-26-Perth",15.4,34.9,0,16,37,6,14,9,17,37,21,1020.5,1017.4,26.1,33,0,1,0
"2013-01-27-Perth",20.6,34.5,0,14,43,8,14,9,19,45,38,1021.4,1018.4,25.6,32.1,0,1,0
"2013-01-28-Perth",16.8,32.5,0,7,35,6,10,17,15,48,19,1023.4,1019.8,22,31.3,0,1,0
"2013-01-29-Perth",17.8,32.7,0,16,39,7,16,13,22,38,34,1021.3,1017.9,24.5,28.5,0,1,0
"2013-01-30-Perth",16.8,32.3,0,16,43,9,14,9,19,34,44,1019.2,1017.3,25.7,29.8,0,1,0
"2013-01-31-Perth",17.2,34.9,0,6,44,6,9,15,15,49,18,1023.1,1019.3,22.5,33.6,0,1,0
"2013-03-01-Perth",20,33.8,0,5,35,6,6,13,13,41,27,1008.7,1004.5,25.5,33.3,0,1,0
"2013-03-02-Perth",17.4,28.3,0,13,30,11,14,7,19,59,51,1009,1006.2,22.4,26.1,0,1,0
"2013-03-03-Perth",16.3,30.3,0,2,30,4,13,9,15,57,44,1007,1004,24.9,28.8,0,1,0
"2013-03-04-Perth",18.4,27.3,0.2,13,35,15,15,7,15,82,57,1006.1,1006.5,23.5,24.8,0,1,0
"2013-03-05-Perth",15.5,27.5,0.2,13,28,3,13,7,15,69,51,1011.9,1010.8,22.2,25.6,0,1,0
"2013-03-06-Perth",16.9,30.1,0,14,43,10,16,11,22,62,50,1015.8,1013.2,23.4,28.2,0,1,0
"2013-03-07-Perth",18.3,31.1,0,9,33,6,14,11,19,58,45,1017.7,1013.5,23.5,29.4,0,1,0
"2013-03-08-Perth",18.1,33.5,0,16,39,6,16,13,17,60,43,1016.4,1012.5,22.8,30.8,0,1,0
"2013-03-09-Perth",19.2,34.8,0,6,37,6,6,9,13,58,28,1015.3,1011,23.3,33.7,0,1,0
"2013-03-10-Perth",23,30.8,0,2,28,5,12,6,9,45,44,1010.1,1008.3,26.8,29.4,0,0,1
"2013-03-11-Perth",20.4,26.2,18,14,44,13,14,7,28,74,64,1008.8,1009.6,24.6,24.4,1,1,0
"2013-03-12-Perth",12,25.6,0,11,35,10,10,17,15,52,29,1021.7,1018.5,17.1,24.9,0,1,0
"2013-03-13-Perth",14.4,28.2,0,6,35,6,6,13,11,49,30,1022.4,1016.7,19.1,27.7,0,1,0
"2013-03-14-Perth",16.9,24.4,0.4,5,31,9,9,6,11,73,93,1015.2,1011.2,17,17.2,0,0,1
"2013-03-15-Perth",15.5,29.2,26.2,9,31,7,16,9,13,69,58,1010.7,1010.6,24.3,27.3,1,1,0
"2013-03-16-Perth",19.8,29.7,0,6,35,6,9,13,15,65,48,1017.7,1015,22.8,28.5,0,1,0
"2013-03-17-Perth",19.7,31.3,0,13,28,9,13,9,15,68,56,1016.7,1013.6,24.9,28.4,0,1,0
"2013-03-18-Perth",19.2,30.1,0,14,24,6,13,6,13,71,59,1013.7,1011.7,24.7,28.6,0,1,0
"2013-03-19-Perth",18.8,29.3,0,14,35,4,15,7,11,86,64,1012.5,1010.8,22.2,27.3,0,1,0
"2013-03-20-Perth",19.3,24.9,0,16,35,10,14,17,19,74,59,1019,1017.8,20.6,22.7,0,1,0
"2013-03-21-Perth",16,24.2,0,13,35,7,14,7,17,57,49,1019.5,1016.1,19.6,22.5,0,1,0
"2013-03-22-Perth",12.1,25.6,0,16,39,10,16,11,20,53,49,1020.3,1016.8,18.9,24,0,1,0
"2013-03-23-Perth",12.8,25.4,0,16,37,10,16,13,20,58,50,1020.9,1017.7,19.4,23.7,0,1,0
"2013-03-24-Perth",12.7,28.2,0,16,31,11,14,7,17,63,50,1018.3,1013.4,19.5,25.7,0,1,0
"2013-03-25-Perth",14.7,23.7,0,16,33,11,14,11,13,72,71,1007.5,1004.6,20.6,21.8,0,0,1
"2013-03-26-Perth",12.6,20.4,24.6,14,48,11,14,22,22,84,43,1009.8,1012.6,14.8,19.8,1,1,0
"2013-03-27-Perth",8.2,23.6,0,13,31,6,14,4,13,58,49,1023.1,1021.8,17.1,23.3,0,1,0
"2013-03-28-Perth",11.4,24.9,0,14,30,9,14,11,15,57,45,1028.6,1024.1,18.2,23.9,0,1,0
"2013-03-29-Perth",14.5,27.4,0,16,37,7,16,13,17,59,43,1024,1019.7,20.1,25.5,0,1,0
"2013-03-30-Perth",13.1,27.3,0,16,30,7,14,11,17,59,50,1021.7,1018.9,20.2,26.2,0,1,0
"2013-03-31-Perth",12.4,30.1,0,5,24,6,9,9,7,55,28,1021,1017.5,20.7,29.7,0,1,0
"2013-04-01-Perth",14.9,31.7,0,10,26,6,11,7,15,44,26,1019.9,1016.9,22.9,30.2,0,1,0
"2013-04-02-Perth",13,32,0,5,31,7,6,9,9,41,22,1019.3,1015.1,22.8,31.4,0,1,0
"2013-04-03-Perth",16.2,34.4,0,5,28,5,3,15,7,35,26,1015.9,1012.8,26,34,0,1,0
"2013-04-04-Perth",18.1,36.2,0,5,28,4,15,15,11,42,33,1014.7,1012.2,28.2,32.7,0,1,0
"2013-04-05-Perth",18.2,27.3,0,11,31,16,14,11,13,70,56,1016.3,1015.7,24.2,26.2,0,1,0
"2013-04-06-Perth",18.1,28.4,0,8,35,9,8,13,15,64,44,1019.9,1016.2,22.3,27.9,0,1,0
"2013-04-07-Perth",17.7,31.7,0,8,31,9,5,15,7,64,35,1018.3,1013.7,21.5,30.7,0,1,0
"2013-04-08-Perth",18.2,37.3,0,1,31,5,15,9,15,37,25,1015.5,1013.3,28.8,32.5,0,1,0
"2013-04-10-Perth",18.5,36.4,0,15,24,11,15,7,13,57,39,1014.7,1012.5,25.5,30.8,0,1,0
"2013-04-11-Perth",20,36.2,0.2,15,41,5,16,9,9,45,44,1012.5,1011.8,27.9,28.7,0,0,1
"2013-04-13-Perth",19.7,27,2.8,10,24,11,10,6,13,77,52,1016,1013.9,22.3,26.6,1,1,0
"2013-04-14-Perth",20.8,28.5,0,11,24,10,16,13,6,78,58,1017.1,1014.3,22.2,28,0,1,0
"2013-04-16-Perth",20.8,26.4,0,12,20,10,12,7,13,85,73,1014.6,1013.5,22.7,24.1,0,1,0
"2013-04-17-Perth",19.7,26.6,0,15,17,5,13,11,7,83,60,1014.5,1011.9,20.8,25.6,0,1,0
"2013-04-18-Perth",16.7,25.5,0,12,19,3,13,7,9,96,63,1014.1,1012.4,20.2,24.2,0,0,1
"2013-04-19-Perth",18.1,26.6,3.6,14,31,6,13,6,9,83,64,1013.8,1013.3,20.7,24.3,1,1,0
"2013-04-20-Perth",16,21.9,0.4,16,39,10,14,13,19,76,52,1019,1017.7,18.7,20.2,0,1,0
"2013-04-21-Perth",13.2,22.5,0.2,13,39,5,15,7,19,70,51,1018.3,1015.9,16.6,20.7,0,0,1
"2013-04-22-Perth",15.6,23.1,12.6,14,22,5,13,7,13,84,54,1018.2,1017.4,19,22.1,1,1,0
"2013-04-23-Perth",11,24.1,0.4,14,24,5,16,11,7,73,49,1022.6,1020.1,17.8,23.6,0,1,0
"2013-04-24-Perth",11.5,28.4,0,16,20,7,14,4,11,63,38,1021.7,1017.2,18.6,26.2,0,1,0
"2013-04-25-Perth",15.7,26.4,0,2,19,4,10,9,6,51,41,1015.6,1012.8,21,26.2,0,1,0
"2013-04-26-Perth",16.3,25.1,0,13,26,16,13,13,13,76,60,1016.4,1015.6,21.9,23.7,0,1,0
"2013-04-27-Perth",13.6,25.1,0,13,26,4,15,7,11,75,60,1018.1,1016.2,18.9,24,0,1,0
"2013-04-28-Perth",14.1,24.2,0.2,14,28,10,14,11,15,81,48,1020.1,1017.9,18.6,23.4,0,1,0
"2013-04-29-Perth",12.2,24.3,0.2,8,24,9,13,7,11,70,53,1022,1018.9,16.8,23.1,0,1,0
"2013-04-30-Perth",14.7,30,0,13,26,7,15,9,11,58,51,1018.1,1014.6,19.5,25.4,0,1,0
"2013-05-01-Perth",14.4,25.7,0,2,31,4,1,9,9,79,38,1013.5,1010.2,17.6,25.7,0,0,1
"2013-05-02-Perth",17.5,22.9,10.8,12,43,1,15,11,17,77,81,1009.7,1010.6,19.8,18.8,1,0,1
"2013-05-03-Perth",12.4,22.6,5,8,24,8,8,7,13,82,54,1019.1,1018.2,17.2,22,1,1,0
"2013-05-04-Perth",11.5,23.6,0,9,24,6,8,9,11,75,50,1023.8,1019.2,17.8,22.9,0,1,0
"2013-05-05-Perth",12.8,25.4,0,7,26,6,11,9,7,75,55,1019,1015.6,18.1,24.6,0,1,0
"2013-05-06-Perth",13,22.3,0,16,20,4,14,7,7,90,65,1014.4,1011.3,15.9,21.9,0,1,0
"2013-05-07-Perth",13.7,24.1,0,3,26,4,1,9,9,79,61,1007.8,1003,17.8,22.3,0,0,1
"2013-05-08-Perth",16.5,20.8,43.6,15,57,4,3,13,24,89,60,996.2,991.9,17.5,18.6,1,0,1
"2013-05-09-Perth",13.2,20.8,22.8,12,50,13,2,15,19,78,58,1009.9,1008.9,15.7,19.6,1,0,1
"2013-05-10-Perth",13.4,20.1,5.4,14,48,13,15,11,17,58,59,1018.4,1018,17.7,19.1,1,0,1
"2013-05-11-Perth",11.9,19.7,7.2,16,30,9,16,6,15,87,48,1025.4,1025.3,15.3,19.1,1,1,0
"2013-05-12-Perth",6.3,20.7,0,10,22,10,8,6,7,76,55,1031.8,1029.2,14.3,20,0,1,0
"2013-05-13-Perth",7,21.1,0,5,24,9,6,6,7,78,51,1031,1026.1,15,19.8,0,1,0
"2013-05-14-Perth",9.8,21.8,0,4,30,6,5,11,9,64,41,1023.3,1018.7,15.1,21.3,0,1,0
"2013-05-15-Perth",6.3,22.6,0,6,24,5,5,11,9,63,39,1018.1,1014.2,14.8,22.2,0,1,0
"2013-05-16-Perth",8.5,23.4,0,2,33,4,1,15,9,48,54,1014.1,1011.4,17.9,21.5,0,0,1
"2013-05-17-Perth",12.2,20.3,9.4,14,31,7,15,6,13,81,53,1015.8,1016.1,17.3,19.2,1,1,0
"2013-05-18-Perth",10.3,20.5,0.6,11,20,11,14,7,9,87,51,1018.9,1015,13.8,19.1,0,1,0
"2013-05-19-Perth",9.1,21.7,0,1,22,7,12,7,11,77,50,1014.5,1010.1,14.7,20.6,0,0,1
"2013-05-20-Perth",11,19.2,6,10,33,5,10,11,17,86,57,1006.9,1007.8,14,18.5,1,1,0
"2013-05-21-Perth",7.5,21.2,1,10,20,11,14,6,7,81,47,1021.4,1020.7,13.7,20.6,0,1,0
"2013-05-22-Perth",6.5,21.6,0,4,22,5,5,7,6,82,49,1025.7,1023,14,21,0,1,0
"2013-05-23-Perth",6.3,20.8,0,5,24,5,7,9,9,72,42,1027.3,1023.7,13.1,20.2,0,1,0
"2013-05-24-Perth",6.7,22,0,5,24,6,7,7,9,67,45,1025.6,1021.3,14.1,21.8,0,1,0
"2013-05-25-Perth",8.2,23.2,0,5,28,6,5,9,13,61,40,1020.1,1016.2,15.1,22.9,0,1,0
"2013-05-26-Perth",11.5,24.9,0,15,20,5,12,2,9,62,53,1016.6,1014.3,17.2,23.6,0,1,0
"2013-05-27-Perth",12.8,23,0,13,26,4,12,7,13,75,52,1014.3,1012.2,18.2,22.2,0,0,1
"2013-05-28-Perth",12,20,9.4,16,28,7,11,6,9,87,61,1016.5,1015,16.2,19.3,1,0,1
"2013-05-30-Perth",11.3,14.6,13.6,16,46,16,11,19,13,88,58,1015.5,1017,11.3,14,1,0,1
"2013-05-31-Perth",3.5,16.2,3.4,8,35,10,10,9,20,77,53,1029.2,1028.3,9.1,14.7,1,1,0
"2013-06-01-Perth",3.6,18.1,0,8,31,10,9,7,11,81,49,1034.5,1031,9,17.5,0,1,0
"2013-06-02-Perth",8.2,18.1,0,9,30,9,6,11,11,80,54,1033.5,1028.8,11.9,17.6,0,1,0
"2013-06-03-Perth",10.8,20,0,3,31,7,6,9,9,62,48,1027.7,1022.6,15.7,19.7,0,1,0
"2013-06-04-Perth",5.3,20,0,13,19,5,13,7,4,74,41,1020.8,1017.3,12.1,19.5,0,0,1
"2013-06-05-Perth",9,19.4,2.6,16,30,9,14,2,11,91,66,1019.4,1018.3,13.9,17,1,1,0
"2013-06-06-Perth",13.8,21,0.4,16,33,4,13,4,9,87,58,1023.3,1021.7,15.3,20.3,0,1,0
"2013-06-08-Perth",7,20.6,0,13,24,4,15,4,13,79,59,1020.5,1017.9,11.3,20.1,0,1,0
"2013-06-09-Perth",11.3,21,0.6,12,35,4,1,9,11,90,87,1018.6,1015.2,15.8,18.8,0,1,0
"2013-06-11-Perth",7.1,18.2,0,7,33,6,7,7,15,70,46,1026.7,1022.3,12.1,18,0,1,0
"2013-06-12-Perth",10,19.3,0,7,33,7,7,13,11,57,45,1020.7,1016.6,13.1,19,0,1,0
"2013-06-13-Perth",8,20.8,0,5,31,5,7,11,9,67,50,1018.3,1015.1,12.4,20.3,0,1,0
"2013-06-14-Perth",9.8,20,0,5,30,6,7,7,11,55,50,1015.7,1013.6,13.3,18.3,0,1,0
"2013-06-15-Perth",9.8,15.4,0,4,26,9,6,11,7,80,69,1019.5,1018.1,12.6,15,0,1,0
"2013-06-16-Perth",2.6,18.4,0,15,22,5,16,6,9,86,52,1021.3,1018,9.4,18,0,0,1
"2013-06-17-Perth",9.1,17.9,10,14,28,9,14,4,11,92,53,1020.7,1018.5,13.2,17.2,1,1,0
"2013-06-18-Perth",7.1,18.1,0.2,4,15,5,13,2,7,88,65,1020.2,1018.1,11.2,16.9,0,1,0
"2013-06-19-Perth",6.7,19.2,0,11,28,16,11,6,13,85,52,1023.4,1022.2,11.3,18,0,1,0
"2013-06-20-Perth",4.7,20.1,0,5,17,11,4,6,2,87,48,1027.5,1024.4,10.2,19.4,0,1,0
"2013-06-21-Perth",5.1,19.6,0,5,31,5,7,13,15,73,45,1025,1020.3,12.8,19.1,0,1,0
"2013-06-22-Perth",5.2,22.9,0,4,30,5,3,11,11,56,39,1018.3,1015,12.7,22.3,0,1,0
"2013-06-23-Perth",9.8,21,0,3,43,4,1,13,17,39,71,1012.6,1009.8,15.8,18.7,0,0,1
"2013-06-24-Perth",10.8,22,6,2,35,4,12,7,13,93,59,1013.4,1011.4,14.1,20.8,1,0,1
"2013-06-25-Perth",13.1,18.7,9.6,15,33,5,16,2,17,96,69,1013.8,1014,15,17,1,1,0
"2013-06-27-Perth",9.7,20,0,14,22,5,11,7,7,76,56,1021.7,1020.7,13.5,19.2,0,1,0
"2013-06-28-Perth",8.1,21.2,0,14,20,5,13,6,11,84,57,1026.6,1025.7,11.9,20.2,0,1,0
"2013-06-29-Perth",6,23,0,11,17,5,4,6,6,90,32,1032.6,1030.3,11.6,22,0,1,0
"2013-06-30-Perth",3.9,22.9,0,3,31,5,12,7,9,75,31,1032.8,1028.9,10.9,22.4,0,1,0
"2013-07-01-Perth",4,23,0,3,28,5,12,9,9,62,24,1026.2,1021.6,11.2,22.1,0,1,0
"2013-07-02-Perth",3.2,22.1,0,15,26,4,13,7,13,66,37,1020.4,1017,10.2,20.7,0,0,1
"2013-07-04-Perth",5.7,16.8,2,10,28,4,11,6,15,90,46,1024.9,1023.1,9.3,16.5,1,1,0
"2013-07-05-Perth",2.2,17.4,0,4,20,6,10,6,9,80,39,1025.4,1021.9,8.8,16.5,0,1,0
"2013-07-06-Perth",4,17.3,0,8,28,9,9,6,7,64,35,1025.3,1023.4,8.6,16.7,0,1,0
"2013-07-07-Perth",2.4,16.8,0,9,22,5,9,9,9,76,40,1031.6,1028.6,9.1,16.1,0,1,0
"2013-07-08-Perth",1.5,18.5,0,7,28,7,1,7,9,64,32,1030.4,1025,8.3,18.1,0,1,0
"2013-07-09-Perth",4.7,19.4,0,12,31,5,1,6,11,64,60,1019.2,1015.5,9.9,18.2,0,0,1
"2013-07-10-Perth",9.3,20.4,34.6,12,20,5,3,7,7,98,56,1017.6,1014.5,11.3,19.4,1,1,0
"2013-07-11-Perth",6.3,15,0,1,19,5,7,7,7,93,87,1014.1,1012,10.7,14.2,0,0,1
"2013-07-12-Perth",9.6,18.7,2.2,10,22,11,14,9,9,85,62,1016.3,1014.5,12,18.4,1,1,0
"2013-07-13-Perth",6.6,20.6,0,3,28,5,1,9,13,93,55,1017.7,1016,9.5,20.2,0,0,1
"2013-07-14-Perth",9.4,21,1.2,1,24,3,3,7,9,80,59,1018.3,1016.4,14.1,19.9,1,1,0
"2013-07-15-Perth",13.1,21.4,0,12,39,3,2,9,13,66,72,1015.9,1013.2,16.1,21,0,0,1
"2013-07-16-Perth",11.5,19.4,15,14,76,3,13,9,22,98,72,1011.1,1006.3,14.1,15.7,1,0,1
"2013-07-17-Perth",9.1,14.6,12.6,14,61,11,16,17,17,64,52,1020.4,1020.6,10.7,13.6,1,1,0
"2013-07-19-Perth",3.7,17.1,0,7,35,10,6,9,11,79,45,1031.9,1030.9,10.7,15.3,0,1,0
"2013-07-20-Perth",2,16.5,0,5,31,9,7,7,15,82,51,1034.8,1030.2,10.1,15.9,0,1,0
"2013-07-22-Perth",3.3,19.1,0,3,37,5,3,11,13,62,35,1023.4,1019.6,10.1,18.5,0,1,0
"2013-07-23-Perth",6,22.7,0,3,52,4,1,19,19,43,38,1017.3,1014,14.8,22.5,0,0,1
"2013-07-24-Perth",12.2,19.8,19.2,15,31,15,15,9,19,56,67,1021.7,1021.2,16.7,16.9,1,0,1
"2013-07-25-Perth",10.1,20.4,3.8,3,31,4,1,13,15,73,47,1020.8,1015.1,13,19.3,1,0,1
"2013-07-26-Perth",12.7,17.6,10.4,2,56,15,12,20,19,72,77,1006.5,1005,14.2,13.3,1,0,1
"2013-07-27-Perth",9.1,18.8,17.6,13,56,13,14,22,22,88,72,1007.3,1011.8,14.7,17.5,1,0,1
"2013-07-28-Perth",9.4,19.4,5.4,13,26,4,14,6,13,90,61,1022.4,1021.3,13.7,17.6,1,1,0
"2013-07-29-Perth",8.1,18.8,1,12,24,4,12,9,11,96,67,1025.7,1023.3,10.7,17.4,0,1,0
"2013-07-30-Perth",9.6,20.3,0.4,13,30,4,2,7,15,81,54,1022.3,1019.3,12.7,19.4,0,0,1
"2013-07-31-Perth",12,20.5,11.4,14,28,5,15,7,11,97,68,1019.8,1017.8,13.9,18.4,1,1,0
"2013-08-02-Perth",8.8,21,0,16,20,7,13,4,9,89,55,1027.7,1025.8,12.9,20,0,1,0
"2013-08-03-Perth",9,21.7,0,6,19,5,5,7,7,78,54,1027.1,1022.8,13.3,21.1,0,1,0
"2013-08-04-Perth",6.8,22.8,0,12,35,4,12,9,15,85,61,1018,1015.3,13.6,21.4,0,1,0
"2013-08-05-Perth",13.6,22.5,0.8,12,43,2,2,7,19,80,65,1015.1,1013.6,17.9,21.5,0,0,1
"2013-08-06-Perth",15.5,22.1,11.2,2,39,6,2,2,17,94,82,1015.8,1014,17.6,20.5,1,0,1
"2013-08-07-Perth",17.1,21.9,4.6,2,52,3,1,17,22,85,70,1013.8,1010.4,18.8,21.7,1,0,1
"2013-08-08-Perth",16.3,17.7,45.4,16,46,2,13,15,13,93,86,1010.9,1012,17.1,15.1,1,0,1
"2013-08-09-Perth",11.8,20.1,13.4,13,30,14,15,6,9,84,62,1018.6,1017.3,16.2,19.1,1,1,0
"2013-08-10-Perth",10.8,19.8,0.8,2,35,1,12,9,11,80,71,1017.6,1015.7,16,18.3,0,0,1
"2013-08-11-Perth",13,18.7,2.8,14,33,14,14,13,17,58,50,1018.5,1018.7,16.6,17.5,1,1,0
"2013-08-12-Perth",12.6,20.5,0.4,15,35,15,12,11,17,57,49,1019,1017.4,16.6,18.7,0,1,0
"2013-08-13-Perth",15.1,18.9,1,13,41,15,13,13,19,87,55,1016.1,1016.3,15.5,18.2,0,0,1
"2013-08-14-Perth",7.9,19.7,3.4,1,28,5,12,9,9,81,54,1021.1,1017.9,13.4,18.7,1,0,1
"2013-08-15-Perth",13,19.4,2,13,59,12,14,20,28,61,87,1012.2,1009.9,18.1,14.4,1,0,1
"2013-08-16-Perth",6.3,16.9,16,16,44,13,13,13,15,69,66,1018.6,1017.1,13.4,16.1,1,0,1
"2013-08-17-Perth",11.2,19,6.8,13,35,14,13,6,15,79,57,1019.9,1019.1,14.9,18.1,1,0,1
"2013-08-18-Perth",7.8,19,1.8,16,17,5,5,7,4,81,57,1023.7,1021.7,14.1,17.9,1,1,0
"2013-08-19-Perth",9.4,20.6,0.4,16,24,5,14,11,9,70,41,1025.3,1023,14.1,20.5,0,1,0
"2013-08-20-Perth",5.7,19.6,0,13,26,14,14,7,11,76,57,1027.9,1025.6,13.3,18.1,0,1,0
"2013-08-21-Perth",9.4,19.8,0,13,30,8,16,6,17,71,54,1029.4,1027.2,15.3,19.1,0,1,0
"2013-08-22-Perth",7,22,0,2,26,6,1,4,7,73,43,1030.4,1026.6,14.6,21.4,0,1,0
"2013-08-23-Perth",5.9,24.7,0,7,22,6,3,7,11,63,23,1026.1,1021.3,14.9,23.9,0,1,0
"2013-08-24-Perth",6.4,26.4,0,13,24,3,15,7,11,56,29,1018.2,1014.9,16.1,23.5,0,1,0
"2013-08-25-Perth",11.7,20.7,0,4,35,11,4,7,17,72,62,1010.9,1007,14.5,20,0,0,1
"2013-08-26-Perth",14.3,18.5,9.4,13,43,13,13,9,20,86,63,1014,1015.4,16.4,18,1,0,1
